S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
2189,6/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,1615,2080,2010,2025,88600,180155316,2062,"-37.00 
                                             
"
2190,6/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,1767,2050,1981,1983,92109,184050259,2025,"-42.00 
                                             
"
2191,6/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,1179,2019,1970,2015,55704,111304957,1983,"32.00 
                                            
"
2192,6/23/2021,Nepal Life Insurance Co. Ltd.,NLIC,1065,2030,1975,1979,55101,109399482,2015,"-36.00 
                                             
"
2193,6/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,1046,2077,1951,1965,62838,123304148,1979,"-14.00 
                                             
"
2194,6/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,954,1999,1946,1955,47109,92161890,1965,"-10.00 
                                             
"
2195,6/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,732,1986,1958,1959,37283,73298626,1955,"4.00 
                                            
"
2196,6/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,735,1969,1948,1950,41835,81742957,1959,"-9.00 
                                             
"
2197,6/30/2021,Nepal Life Insurance Co. Ltd.,NLIC,890,1965,1915,1937,47583,91818544,1950,"-13.00 
                                             
"
2198,7/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,645,1964,1937,1942,32773,63909066,1937,"5.00 
                                            
"
2199,7/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,551,1954,1940,1942,30057,58495258,1942,"0.00 
                                            
"
2200,7/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,596,1945,1925,1928,28501,55049005,1942,"-14.00 
                                             
"
2201,7/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,419,1980,1926,1933,22930,44296127,1928,"5.00 
                                            
"
2202,7/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,451,1950,1924,1925,19691,37993782,1933,"-8.00 
                                             
"
2203,7/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,517,1940,1915,1929,28622,55169068,1925,"4.00 
                                            
"
2204,7/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,790,1985,1928,1970,47977,94242986,1929,"41.00 
                                            
"
2205,7/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,918,2010,1950,1960,46681,92315297,1970,"-10.00 
                                             
"
2206,7/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,2039,1969,1900,1938,120434,233533268,1960,"-22.00 
                                             
"
2207,7/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,1388,1950,1916,1926,74263,143057973,1938,"-12.00 
                                             
"
2208,7/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,1900,1950,1915,1919,104298,200291896,1926,"-7.00 
                                             
"
2209,7/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,1435,1967.9,1930,1967.8,73716,143614245.4,1919,"48.80 
                                            
"
2210,7/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,1233,2004,1970,1984,66959,133143400.1,1967.8,"16.20 
                                            
"
2211,7/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,814,2000,1970,1970.1,40872,80786702.7,1984,"-13.90 
                                             
"
2212,7/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,1081,2000.1,1961,1969,59950,118009565.8,1970.1,"-1.10 
                                             
"
2213,7/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,1307,1999,1969,1970,70732,139579986.1,1969,"1.00 
                                            
"
2214,7/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,1109,1982,1970,1976,78995,156046876.1,1970,"6.00 
                                            
"
2215,7/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,1014,2000,1960,1992,68435,135185511.4,1976,"16.00 
                                            
"
2216,7/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,1477,2059,2000,2040,88799,180882239.8,1992,"48.00 
                                            
"
2217,7/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,1240,2085,2031.8,2045,77532,159611182.2,2040,"5.00 
                                            
"
2218,8/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,1013,2080,2015,2024,54677,111139569.4,2045,"-21.00 
                                             
"
2219,8/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,1052,2035,2000,2003,59599,119682206.8,2024,"-21.00 
                                             
"
2220,8/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,864,2020,2008,2008,47092,94759212.9,2003,"5.00 
                                            
"
2221,8/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,900,2040,2005,2006,51159,102897173.9,2008,"-2.00 
                                             
"
2222,8/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,1057,2011,1995,1998.3,61100,122286588.1,2006,"-7.70 
                                             
"
2223,8/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,1342,2001,1975,1981,60704,120631655.9,1998.3,"-17.30 
                                             
"
2224,8/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,1179,1987,1967,1968,54515,107499189.9,1981,"-13.00 
                                             
"
2225,8/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,1069,1990,1967,1979.1,46625,91997431.2,1968,"12.00 
                                            
"
2226,8/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,997,1999,1975,1976,50664,100254910.6,1979.1,"-3.10 
                                             
"
2227,8/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,1452,1996,1925.7,1966.1,68051,133985625.1,1976,"-9.90 
                                             
"
2228,8/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,2028,1966.1,1928,1934,97711,189227859.9,1966.1,"-32.10 
                                             
"
2229,8/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1862,1934,1918,1918,84600,162687818.3,1934,"-16.00 
                                             
"
2230,8/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,2256,1923,1890,1900,124529,236581054.2,1918,"-18.00 
                                             
"
2231,8/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,2166,1938,1880,1882,132274,249279680.2,1900,"-18.00 
                                             
"
2232,8/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,2116,2010,1887,1936,130863,254908534.8,1882,"57.00 
                                            
"
2233,8/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,1456,1978,1929,1929,70991,138173859.9,1936,"-7.00 
                                             
"
2234,8/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,1009,1927,1900,1903,46509,88811364.4,1929,"-26.00 
                                             
"
2235,8/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,1531,1924,1884,1890,77195,145960718.1,1903,"-13.00 
                                             
"
2236,8/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,1666,1927.8,1862,1862,80795,151428072,1890,"-28.00 
                                             
"
2237,8/31/2021,Nepal Life Insurance Co. Ltd.,NLIC,1626,1870,1821.1,1822,84316,154716162.4,1862,"-40.00 
                                             
"
2238,9/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,1392,1864,1816,1827,64801,118960936,1822,"5.00 
                                            
"
2239,9/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,1233,1850,1800,1806,52567,95518414.1,1827,"-21.00 
                                             
"
2240,9/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,2008,1815,1727,1752,99935,175626401.2,1806,"-54.00 
                                             
"
2241,9/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,1630,1835,1735.1,1834,88934,159491021.5,1752,"82.00 
                                            
"
2242,9/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,962,1840,1784,1799,48906,88205519.4,1834,"-35.00 
                                             
"
2243,9/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,1013,1805,1760,1769,42851,75891826.9,1799,"-30.00 
                                             
"
2244,9/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,1103,1795,1750,1760,49245,86835550.8,1769,"-9.00 
                                             
"
2245,9/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,897,1785,1744.4,1765,44536,78455638.2,1760,"5.00 
                                            
"
2246,9/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,837,1808,1775,1776,43215,77223490.9,1765,"11.00 
                                            
"
2247,9/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,761,1790,1752,1765,39617,70051133.9,1776,"-11.00 
                                             
"
2248,9/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,745,1775,1750,1755,34552,60632188.4,1765,"-10.00 
                                             
"
2249,9/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1575,1748,1705,1706.5,70201,120480522,1755,"-48.50 
                                             
"
2250,9/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,1817,1706.5,1630.1,1638,93625,155032819.8,1706.5,"-68.50 
                                             
"
2251,9/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,1722,1710,1574,1660,97175,158777119.2,1638,"22.00 
                                            
"
2252,9/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,1160,1730,1677,1728,55769,95270254.4,1660,"68.00 
                                            
"
2253,9/23/2021,Nepal Life Insurance Co. Ltd.,NLIC,978,1795,1711,1719,50381,87937549.5,1728,"-9.00 
                                             
"
2254,9/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,877,1738,1671.9,1675,41522,70177743.4,1719,"-44.00 
                                             
"
2255,9/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,962,1697,1630,1639,59374,97568919,1675,"-36.00 
                                             
"
2256,9/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,1152,1650,1584,1600,62508,100281983.4,1639,"-39.00 
                                             
"
2257,9/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,786,1630,1580,1612,39427,63275696.2,1600,"12.00 
                                            
"
2258,9/30/2021,Nepal Life Insurance Co. Ltd.,NLIC,684,1644,1601,1610.1,29457,47766069.7,1612,"-1.90 
                                             
"
2259,10/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,678,1635,1590,1591,32113,51293196.8,1610.1,"-19.10 
                                             
"
2260,10/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,622,1620,1562,1591,24681,39199395.7,1591,"0.00 
                                            
"
2261,10/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,551,1612,1591.1,1608,27758,44503855.3,1591,"17.00 
                                            
"
2262,10/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,743,1645,1618,1635.1,37310,60990657.4,1608,"27.10 
                                            
"
2263,10/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,844,1725,1665,1694,39088,66170378,1635.1,"58.90 
                                            
"
2264,10/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,556,1694,1669,1687,25770,43294867.9,1694,"-7.00 
                                             
"
2265,10/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,268,1719,1680,1695,11970,20284923.8,1687,"8.00 
                                            
"
2266,10/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,537,1700,1660,1664,30731,51415646,1695,"-31.00 
                                             
"
2267,10/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,686,1655,1590,1606,30571,49258157.9,1664,"-58.00 
                                             
"
2268,10/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,389,1675,1622,1623,20176,33096395.9,1606,"17.00 
                                            
"
2269,10/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,466,1640,1585,1616,23035,37207622.5,1623,"-7.00 
                                             
"
2270,10/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,382,1646,1620,1640,16482,26961618.4,1616,"24.00 
                                            
"
2271,10/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,538,1699,1645,1697,25987,43586793.8,1640,"57.00 
                                            
"
2272,10/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,782,1750,1700,1733,47078,81183889.8,1697,"36.00 
                                            
"
2273,10/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,783,1763,1715,1735,44479,77428283.1,1733,"2.00 
                                            
"
2274,10/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,539,1739,1710,1722,26269,45283493.8,1735,"-13.00 
                                             
"
2275,10/31/2021,Nepal Life Insurance Co. Ltd.,NLIC,618,1755,1711,1718,36429,62824110.9,1722,"-4.00 
                                             
"
2276,11/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,554,1748,1700,1701,37586,64287795.3,1718,"-17.00 
                                             
"
2277,11/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,519,1721,1667,1701,34082,57837492.1,1701,"0.00 
                                            
"
2278,11/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,549,1735,1700,1700,29988,51129490.8,1701,"-1.00 
                                             
"
2279,11/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,380,1719,1685,1690,20702,35236507.9,1700,"-10.00 
                                             
"
2280,11/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,574,1700,1658.2,1665,27577,46159682.6,1690,"-25.00 
                                             
"
2281,11/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,695,1660,1622,1629,40177,65545092.5,1665,"-36.00 
                                             
"
2282,11/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,512,1633,1600.4,1615,28766,46548206.9,1629,"-14.00 
                                             
"
2283,11/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,719,1650,1582.8,1608,35703,57642372.9,1615,"-7.00 
                                             
"
2284,11/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1709,1605,1551,1603,98117,155862132.8,1608,"-5.00 
                                             
"
2285,11/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,843,1632,1598,1599,53860,86557546.2,1603,"-4.00 
                                             
"
2286,11/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,965,1599,1570,1574,55912,88482890.3,1599,"-25.00 
                                             
"
